target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Fornax-A,fixed,rv2_coarse,6,3.93,1110,3538,1779873.597635135,1550210.3619806387,-229663.23565449635,-1.2009949335493444,0.22975316664154732,9
Fornax-A,fixed,rv2_coarse,7,4.7,1173,3559,382001.0363384484,2900377.291861988,2518376.2555235396,1.5053601780664583,0.13223150131962047,9
Fornax-A,fixed,rv2_coarse,8,6.55,1109,3427,621782405.9209803,7458836.999203248,-614323568.9217771,-0.9911600991816437,0.3216074105507558,9
Fornax-A,fixed,rv2_coarse,9,9.18,1256,3854,564134254.2519655,258194805.46212134,-305939448.78984416,-0.7916853519438894,0.42854416546168217,9
Cygnus-A,fixed,rv2_coarse,1,0.45,18,5076,24648327.003472224,1938132827.1894455,1913484500.1859732,4.146960997429694,3.369174285872134e-05,9
Cygnus-A,fixed,rv2_coarse,2,0.7,18,4695,3477181.5,303979367.9011808,300502186.4011808,1.3167388202072623,0.18792618639181358,9
Cygnus-A,fixed,rv2_coarse,3,0.9,16,4711,5923777.89453125,10442115.887616748,4518337.993085498,0.5350924981893385,0.5925858971193898,9
Cygnus-A,fixed,rv2_coarse,4,1.31,28,4643,1580525.5535714286,2099059.910671979,518534.35710055055,2.479289157339645,0.013164453519700192,9
Cygnus-A,fixed,rv2_coarse,5,2.2,21,4836,3167541.6339285714,2725063.8995941896,-442477.73433438176,-0.37450412259439886,0.7080292900088845,9
Cygnus-A,fixed,rv2_coarse,6,3.93,20,4628,555748.965625,1609591.3947169404,1053842.4290919404,10.168788904155003,0.0,9
Cygnus-A,fixed,rv2_coarse,7,4.7,25,4707,349519.3525,2286337.7976522874,1936818.4451522874,1.5305068320284902,0.1258913236712229,9
Cygnus-A,fixed,rv2_coarse,8,6.55,19,4517,804881.6546052631,158313666.1083018,157508784.45369652,1.0345686245892503,0.30087041295296846,9
Cygnus-A,fixed,rv2_coarse,9,9.18,32,5078,1416830.818359375,335484455.4953322,334067624.6769728,2.540108660949595,0.011081803335430518,9
Sag-A,fixed,rv2_coarse,1,0.45,810,4284,2559328566.6228395,1812640000.405039,-746688566.2178004,-0.45147681248143273,0.6516459332833862,9
Sag-A,fixed,rv2_coarse,2,0.7,720,3993,14407412.143055556,354839064.56800497,340431652.4249494,1.2686503749279678,0.20456578905802703,9
Sag-A,fixed,rv2_coarse,3,0.9,678,4049,6352954.321626106,11108986.259030007,4756031.937403901,0.5072224569866018,0.6119987396918392,9
Sag-A,fixed,rv2_coarse,4,1.31,678,3993,2278754.1964417403,2064912.2302936388,-213841.9661481015,-0.8378215719823239,0.40213092138326756,9
Sag-A,fixed,rv2_coarse,5,2.2,736,4121,2406149.836277174,2784275.9313880126,378126.09511083877,1.2054396582326943,0.2280336194182837,9
Sag-A,fixed,rv2_coarse,6,3.93,687,3961,1431370.097798399,1635181.190829336,203811.09303093702,0.9207710122865611,0.3571699922360141,9
Sag-A,fixed,rv2_coarse,7,4.7,713,4019,2176753.609133941,2293730.9465163765,116977.33738243533,0.05168623177177372,0.9587787080303067,9
Sag-A,fixed,rv2_coarse,8,6.55,674,3862,2878313.75762704,184665494.3267727,181787180.56914565,1.0209036147392239,0.3073001063844596,9
Sag-A,fixed,rv2_coarse,9,9.18,768,4342,3134365.1422780356,391807510.6315557,388673145.48927766,2.5271436394943025,0.011499446009646919,9
Mercury,planet,rv2_coarse,1,0.45,771,4323,1631413601.8172016,1984868381.609675,353454779.7924733,0.3701652702871996,0.7112593518289989,9
Mercury,planet,rv2_coarse,2,0.7,746,3967,15925994.579088472,356784706.22814316,340858711.6490547,1.2617803218150592,0.20702784494484483,9
Mercury,planet,rv2_coarse,3,0.9,703,4024,2207022.0374288764,11862835.959384318,9655813.921955442,1.1071441314454447,0.26823161782313276,9
Mercury,planet,rv2_coarse,4,1.31,745,3926,1956463.0190436242,2122421.0217938107,165958.00275018648,0.6337442851591047,0.5262477187399972,9
Mercury,planet,rv2_coarse,5,2.2,765,4092,2289528.3793300656,2808758.1091306205,519229.7298005549,1.7041820760729913,0.08834707671335051,9
Mercury,planet,rv2_coarse,6,3.93,704,3944,1332382.0945490056,1653728.945106491,321346.85055748536,1.945316518111785,0.051736895278824635,9
Mercury,planet,rv2_coarse,7,4.7,739,3993,3540986.9259801307,2042008.6799555472,-1498978.2460245835,-0.4357211303519959,0.6630390728969529,9
Mercury,planet,rv2_coarse,8,6.55,698,3838,1884055.748936694,185983077.55338168,184099021.804445,1.0274703122551598,0.304199057785129,9
Mercury,planet,rv2_coarse,9,9.18,759,4351,714204808.6323133,266962526.7385793,-447242281.893734,-0.9027184335628198,0.3666753505863882,9
Venus,planet,rv2_coarse,1,0.45,1025,4069,3017196256.5882316,1657847072.4248586,-1359349184.163373,-0.8660284327849818,0.3864745697376528,9
Venus,planet,rv2_coarse,2,0.7,988,3725,313263824.0475708,300064715.007797,-13199109.039773822,-0.032356665124352806,0.9741876205981368,9
Venus,planet,rv2_coarse,3,0.9,979,3748,2647196.9052604698,12458906.782984259,9811709.877723789,1.0443369369821207,0.29632952924222256,9
Venus,planet,rv2_coarse,4,1.31,984,3687,1766140.431148374,2183972.795362083,417832.3642137088,1.6755522499109434,0.0938259285045091,9
Venus,planet,rv2_coarse,5,2.2,991,3866,2972424.3385469224,2664059.718895499,-308364.6196514233,-0.4490478932973676,0.6533971078370939,9
Venus,planet,rv2_coarse,6,3.93,990,3658,1495827.647411616,1634618.5301052488,138790.88269363274,0.7982391558321833,0.4247317189065103,9
Venus,planet,rv2_coarse,7,4.7,1021,3711,384064.9911109857,2796658.4859707626,2412593.494859777,1.5037318393140056,0.13265042763436075,9
Venus,planet,rv2_coarse,8,6.55,936,3600,11051412.232981103,195770555.75349066,184719143.52050954,0.9661656913701401,0.33396127752064864,9
Venus,planet,rv2_coarse,9,9.18,1052,4058,254750196.37166557,353779742.97892857,99029546.607263,0.3375386219552443,0.7357109024878943,9
Mars,planet,rv2_coarse,1,0.45,967,4127,1963897504.5332859,1923750185.0777805,-40147319.45550537,-0.038473513216335034,0.9693101492351226,9
Mars,planet,rv2_coarse,2,0.7,849,3864,55997439.26619552,357066225.5760983,301068786.3099028,1.0732348978270696,0.283165736563465,9
Mars,planet,rv2_coarse,3,0.9,816,3911,2234581.7491574753,12136069.978410253,9901488.229252778,1.103979927789487,0.26960184487015004,9
Mars,planet,rv2_coarse,4,1.31,840,3831,2095036.559672619,2096152.2241255548,1115.6644529358018,0.004458635724522973,0.9964425351798933,9
Mars,planet,rv2_coarse,5,2.2,861,3996,2433190.8302845526,2790277.7997685187,357086.969483966,1.043967908677694,0.2965002373035288,9
Mars,planet,rv2_coarse,6,3.93,831,3817,1358383.7723375452,1658760.031241813,300376.2589042678,1.5086380408494626,0.13139130720255854,9
Mars,planet,rv2_coarse,7,4.7,832,3900,8249404.732572115,1001801.3486825171,-7247603.383889598,-1.096932676861732,0.2726708229978885,9
Mars,planet,rv2_coarse,8,6.55,813,3723,2251608.30932407,191589461.4577374,189337853.14841333,1.0250471040262152,0.3053409623838612,9
Mars,planet,rv2_coarse,9,9.18,893,4217,2627299.9807530795,403435908.1595143,400808608.17876124,2.531124951480458,0.011369733730809628,9
Jupiter,planet,rv2_coarse,1,0.45,526,4568,1212380036.6678946,2014162434.6349332,801782397.9670386,0.7233126867710062,0.4694878001490057,9
Jupiter,planet,rv2_coarse,2,0.7,484,4229,89421256.51446281,327256049.5176268,237834793.003164,0.899309871267814,0.36848763089771763,9
Jupiter,planet,rv2_coarse,3,0.9,425,4302,1923270.198382353,11266898.781627731,9343628.583245378,1.145912303215934,0.25183144002411195,9
Jupiter,planet,rv2_coarse,4,1.31,473,4198,1886910.9246828752,2119504.767359457,232593.84267658181,1.0450813114329933,0.2959853907139527,9
Jupiter,planet,rv2_coarse,5,2.2,530,4327,1142309.582783019,2921077.7244915646,1778768.1417085456,6.59466411782696,4.262190600456961e-11,9
Jupiter,planet,rv2_coarse,6,3.93,479,4169,1472695.5455375782,1620264.5209282802,147568.97539070202,0.587560161270958,0.5568275580629081,9
Jupiter,planet,rv2_coarse,7,4.7,496,4236,2803192.684979839,2214387.7303144042,-588804.9546654345,-0.20666750981427806,0.836269532988706,9
Jupiter,planet,rv2_coarse,8,6.55,475,4061,2212514.0912746713,175835306.17317933,173622792.08190465,1.0252889004076295,0.305226891515908,9
Jupiter,planet,rv2_coarse,9,9.18,556,4554,4091746.5762210544,373596924.13155586,369505177.5553348,2.5195764881132807,0.011749610939408406,9
Saturn,planet,rv2_coarse,1,0.45,949,4145,2975659376.6341543,1692281098.2566648,-1283378278.3774896,-0.7719468552721349,0.44014590446526736,9
Saturn,planet,rv2_coarse,2,0.7,881,3832,350710497.86038595,291824053.48331,-58886444.37707597,-0.13677162780525393,0.891211310587424,9
Saturn,planet,rv2_coarse,3,0.9,913,3814,2914934.316333516,12225027.100698086,9310092.78436457,1.0075687361723764,0.31366154405872804,9
Saturn,planet,rv2_coarse,4,1.31,864,3807,1888354.4991319445,2143065.8244024166,254711.3252704721,1.0377143956473673,0.299403040883897,9
Saturn,planet,rv2_coarse,5,2.2,888,3969,3385473.248803491,2579649.067224112,-805824.1815793789,-1.08194710139738,0.2792760338635294,9
Saturn,planet,rv2_coarse,6,3.93,888,3760,1373885.0791807433,1659652.6605718085,285767.58139106515,1.7283010828952725,0.08393425902978091,9
Saturn,planet,rv2_coarse,7,4.7,919,3813,2928437.663002521,2118881.664060451,-809555.9989420697,-0.2776455149316633,0.7812844893602064,9
Saturn,planet,rv2_coarse,8,6.55,886,3650,11528842.911540631,193124265.1350717,181595422.22353107,0.9628851867863586,0.3356051442062691,9
Saturn,planet,rv2_coarse,9,9.18,945,4165,32125862.98405258,401747049.957156,369621186.9731034,2.2670964490332866,0.023384334460251344,9
Uranus,planet,rv2_coarse,1,0.45,143,4951,2902268930.4663463,1903328912.0668552,-998940018.3994911,-0.3443519122317416,0.7305816483439695,9
Uranus,planet,rv2_coarse,2,0.7,106,4607,8198504.698113208,309610740.1921085,301412235.4939953,1.29596942716357,0.1949860180927443,9
Uranus,planet,rv2_coarse,3,0.9,98,4629,3449208.3488520407,10574544.388569346,7125336.039717305,0.9341530566641232,0.3502249467339289,9
Uranus,planet,rv2_coarse,4,1.31,93,4578,3516043.2950268816,2067103.0699677807,-1448940.225059101,-1.5329377436347527,0.12529119504583508,9
Uranus,planet,rv2_coarse,5,2.2,72,4785,5364026.881076389,2687297.2742554857,-2676729.6068209033,-5.8437692576429745,5.103270472872623e-09,9
Uranus,planet,rv2_coarse,6,3.93,87,4561,1082430.4252873564,1615025.7634427757,532595.3381554193,1.2321010035118045,0.21791135660369276,9
Uranus,planet,rv2_coarse,7,4.7,72,4660,480812.12847222225,2303843.6747021065,1823031.5462298843,1.42655356862076,0.15370861576892025,9
Uranus,planet,rv2_coarse,8,6.55,81,4455,4614227.339506173,160436446.72236514,155822219.38285896,1.009205499079177,0.31287608990312865,9
Uranus,planet,rv2_coarse,9,9.18,101,5009,9828970.93069307,339916685.4716479,330087714.5409548,2.4702769387517933,0.013500848827114886,9
Neptune,planet,rv2_coarse,1,0.45,1261,3833,1624716744.46025,2032256218.6108303,407539474.1505804,0.4765932601254175,0.6336517837121591,9
Neptune,planet,rv2_coarse,2,0.7,1197,3516,1118648734.177945,25091918.871457323,-1093556815.3064876,-1.2229058244282855,0.2213652684287919,9
Neptune,planet,rv2_coarse,3,0.9,1213,3514,2281114.4997938992,13238644.42362692,10957529.92383302,1.0975551682709381,0.2723987783048023,9
Neptune,planet,rv2_coarse,4,1.31,1218,3453,2577068.229577176,1926244.070988995,-650824.1585881808,-0.889050786049226,0.37397578633994977,9
Neptune,planet,rv2_coarse,5,2.2,1239,3618,3228416.978107345,2555256.704498342,-673160.273609003,-0.8499036588541935,0.3953786512033819,9
Neptune,planet,rv2_coarse,6,3.93,1238,3410,1888555.7641861874,1502132.5272727273,-386423.2369134601,-1.4609496699429931,0.14402925411443745,9
Neptune,planet,rv2_coarse,7,4.7,1232,3500,398119.3919439935,2937156.2589962333,2539036.86705224,1.4925770203550306,0.1355479422767707,9
Neptune,planet,rv2_coarse,8,6.55,1142,3394,18209329.66430878,204573679.4596335,186364349.7953247,0.9185898718357182,0.3583101315288437,9
Neptune,planet,rv2_coarse,9,9.18,1304,3806,232274704.9796869,368037096.2422419,135762391.26255503,0.4917969144307864,0.6228629180340624,9
Earth,earth,rv2_coarse,1,0.45,835,4259,675230986.7553892,2177644523.775285,1502413537.0198956,2.0461319527590196,0.04074339002629568,9
Earth,earth,rv2_coarse,2,0.7,769,3944,14351344.88556567,359079497.2986927,344728152.413127,1.268746481461806,0.2045314985665132,9
Earth,earth,rv2_coarse,3,0.9,726,4001,1928678.7834022038,11968849.686609598,10040170.903207393,1.1450805357843712,0.2521757975734462,9
Earth,earth,rv2_coarse,4,1.31,780,3891,1859890.6532852564,2143272.9815439475,283382.3282586911,1.0976965327272106,0.2723370243051271,9
Earth,earth,rv2_coarse,5,2.2,765,4092,2025839.3230392158,2858054.8168682796,832215.4938290638,2.8105355850742724,0.004945911928808666,9
Earth,earth,rv2_coarse,6,3.93,694,3954,1427784.6347262247,1636171.3246237987,208386.68989757402,1.233952934995467,0.21722044258420437,9
Earth,earth,rv2_coarse,7,4.7,762,3970,376640.7062828084,2640687.6018071324,2264046.895524324,1.5095867531009748,0.13114890359852138,9
Earth,earth,rv2_coarse,8,6.55,750,3786,1908616.71384375,188506777.60888904,186598160.89504528,1.0273089499770507,0.30427500935754104,9
Earth,earth,rv2_coarse,9,9.18,781,4329,1087004962.3331666,197432323.40246737,-889572638.9306992,-1.504509698433445,0.13245017805950665,9
Fornax-A,fixed,rv2_coarse,1,0.45,1281,3813,1028195207.2180914,2234798804.1577005,1206603596.939609,1.5698924638681342,0.1164401311384684,10
Fornax-A,fixed,rv2_coarse,2,0.7,1117,3596,47233041.412751965,382226477.8378754,334993436.42512345,1.1180531584989086,0.2635442904150689,10
Fornax-A,fixed,rv2_coarse,3,0.9,1124,3603,32835607.9620774,3436126.850818762,-29399481.11125864,-0.9448779040307198,0.3447212134031785,10
Fornax-A,fixed,rv2_coarse,4,1.31,1099,3572,1801092.8262625113,2186671.01475014,385578.1884876285,1.4473090310117438,0.14781039088538872,10
Fornax-A,fixed,rv2_coarse,5,2.2,1156,3701,2478407.0191392736,2804617.3679073225,326210.3487680489,0.9077767045936209,0.3639962085552637,10
Fornax-A,fixed,rv2_coarse,6,3.93,1117,3531,1595977.0517569382,1607929.081634098,11952.029877159745,0.06722699542820895,0.9464009944893634,10
Fornax-A,fixed,rv2_coarse,7,4.7,1172,3560,360620.38843856653,2906708.6803684877,2546088.291929921,1.5224060573645783,0.12790736800304048,10
Fornax-A,fixed,rv2_coarse,8,6.55,1127,3409,611376444.2463641,7655285.977408147,-603721158.268956,-0.989855210104751,0.32224489460046524,10
Fornax-A,fixed,rv2_coarse,9,9.18,1246,3864,567290960.8917818,257968650.70401767,-309322310.18776417,-0.7949540401754824,0.4266402373783782,10
Cygnus-A,fixed,rv2_coarse,1,0.45,23,5071,33976587.41847826,1939977211.4354293,1906000624.016951,4.12624753750306,3.687303746335857e-05,10
Cygnus-A,fixed,rv2_coarse,2,0.7,25,4688,4472477.2,304422762.29373807,299950285.0937381,1.3123421124670474,0.1894047290835339,10
Cygnus-A,fixed,rv2_coarse,3,0.9,12,4715,1535017.359375,10449452.42514581,8914435.06577081,1.197446675183372,0.23113250025032595,10
Cygnus-A,fixed,rv2_coarse,4,1.31,20,4651,1712680.7,2097599.713341217,384919.01334121707,1.6102247430382515,0.10734880162461335,10
Cygnus-A,fixed,rv2_coarse,5,2.2,19,4838,1273197.9144736843,2732686.364690988,1459488.4502173036,4.282342473985981,1.8493605047797956e-05,10
Cygnus-A,fixed,rv2_coarse,6,3.93,22,4626,554453.1278409091,1610053.1745028102,1055600.0466619013,10.380280150635144,0.0,10
Cygnus-A,fixed,rv2_coarse,7,4.7,20,4712,317386.1875,2284418.9884575163,1967032.8009575163,1.556168859276053,0.11966794427406424,10
Cygnus-A,fixed,rv2_coarse,8,6.55,23,4513,761225.4758831522,158453493.10363203,157692267.62774888,1.0348566666999512,0.3007358542973497,10
Cygnus-A,fixed,rv2_coarse,9,9.18,33,5077,693188.4810606061,335554959.3010852,334861770.82002455,2.5456895606346577,0.010906213099818984,10
Sag-A,fixed,rv2_coarse,1,0.45,789,4305,1759088764.3628802,1962946542.5359757,203857778.17309546,0.13100398773660693,0.8957721528365221,10
Sag-A,fixed,rv2_coarse,2,0.7,722,3991,1439285706.7493074,97239148.40642545,-1342046558.342882,-0.9408864784493639,0.34676303758702964,10
Sag-A,fixed,rv2_coarse,3,0.9,717,4010,5949872.001656206,11227314.256281173,5277442.2546249665,0.5628621176210937,0.573528777702581,10
Sag-A,fixed,rv2_coarse,4,1.31,697,3974,2196812.4419835005,2078261.6025887015,-118550.83939479897,-0.4833284876159438,0.6288625158189993,10
Sag-A,fixed,rv2_coarse,5,2.2,740,4117,2555819.3613175675,2757741.332371873,201921.97105430532,0.5916003608351564,0.5541182321878404,10
Sag-A,fixed,rv2_coarse,6,3.93,696,3952,1273024.0713002873,1663532.1863455214,390508.1150452341,2.173204652854823,0.029764917755383147,10
Sag-A,fixed,rv2_coarse,7,4.7,677,4055,10149867.289420236,961546.2003512494,-9188321.089068986,-1.1335611386980464,0.2569786818471995,10
Sag-A,fixed,rv2_coarse,8,6.55,676,3860,2351291.5090259803,184851981.73640808,182500690.2273821,1.0243821629631473,0.30565480355012076,10
Sag-A,fixed,rv2_coarse,9,9.18,750,4360,198101429.15433854,356664984.34076387,158563555.18642533,0.7047331849056975,0.4809762956497119,10
